id,artist_id,name,album_type,external_urls,label,popularity,release_date,release_date_precision,total_tracks
72GhGik5fsSeFkgpjsllVj,4q3ewBCX7sLwd24euuV69X,UN PREVIEW,single,https://open.spotify.com/album/72GhGik5fsSeFkgpjsllVj,Rimas Entertainment LLC,61,2023-09-25,day,1
1YZ3k65Mqw3G8FzYlW1mmp,4LLpKhyESsyAXpc4laK94U,Circles (Deluxe),album,https://open.spotify.com/album/1YZ3k65Mqw3G8FzYlW1mmp,Warner Records,62,2020-03-19,day,14
5sY6UIQ32GqwMLAfSNEaXb,4LLpKhyESsyAXpc4laK94U,Circles,album,https://open.spotify.com/album/5sY6UIQ32GqwMLAfSNEaXb,Warner Records,75,2020-01-17,day,12
5fy0X0JmZRZnVa2UEicIOl,06HL4z0CvFAxyc27GXpf02,1989,album,https://open.spotify.com/album/5fy0X0JmZRZnVa2UEicIOl,"Big Machine Records, LLC",73,2014-01-01,day,13
4FftCsAcXXD1nFO9RFUNFO,4q3ewBCX7sLwd24euuV69X,nadie sabe lo que va a pasar mañana,album,https://open.spotify.com/album/4FftCsAcXXD1nFO9RFUNFO,Rimas Entertainment LLC,88,2023-10-13,day,22
5wtE5aLX5r7jOosmPhJhhk,4LLpKhyESsyAXpc4laK94U,Swimming,album,https://open.spotify.com/album/5wtE5aLX5r7jOosmPhJhhk,Warner Records,79,2018-08-03,day,13
5gCcb5fsSb6w5K8SyJrgtB,4q3ewBCX7sLwd24euuV69X,WHERE SHE GOES,single,https://open.spotify.com/album/5gCcb5fsSb6w5K8SyJrgtB,Rimas Entertainment LLC,69,2023-05-18,day,1
7aGzSSUD8S6IhPCsZSiuMT,4q3ewBCX7sLwd24euuV69X,un x100to,single,https://open.spotify.com/album/7aGzSSUD8S6IhPCsZSiuMT,Rimas Entertainment LLC.,70,2023-04-17,day,1
2GS2h80Dp8rFdGEa0j0JhH,4q3ewBCX7sLwd24euuV69X,Gato de Noche,single,https://open.spotify.com/album/2GS2h80Dp8rFdGEa0j0JhH,Rimas Entertainment LLC,63,2022-12-22,day,1
6LOhj1aK7vkGHJXtKU16PN,4q3ewBCX7sLwd24euuV69X,La Jumpa,single,https://open.spotify.com/album/6LOhj1aK7vkGHJXtKU16PN,Rimas Entertainment LLC.,64,2022-11-30,day,1
4589OIFRZp41qbsp7TWFCx,4q3ewBCX7sLwd24euuV69X,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),single,https://open.spotify.com/album/4589OIFRZp41qbsp7TWFCx,Neon16,64,2021-10-05,day,1
16H9XbDP9IxeyOohsXkKXb,4Q6nIcaBED8qUel8bBx6Cr,Snacks,album,https://open.spotify.com/album/16H9XbDP9IxeyOohsXkKXb,Polydor Records,66,2019-07-12,day,9
4MCZWUKxkvdMITh4KapBKX,4q3ewBCX7sLwd24euuV69X,Volando (Remix),single,https://open.spotify.com/album/4MCZWUKxkvdMITh4KapBKX,Rimas Entertainment LLC,68,2021-07-08,day,1
27ei92dKdKhBVhEVA2ziRR,4q3ewBCX7sLwd24euuV69X,De Museo,single,https://open.spotify.com/album/27ei92dKdKhBVhEVA2ziRR,Rimas Entertainment LLC,54,2021-07-06,day,1
1jTRS4KS666BesH1GUHyEV,4q3ewBCX7sLwd24euuV69X,AM Remix,single,https://open.spotify.com/album/1jTRS4KS666BesH1GUHyEV,Flow La Movie,62,2021-06-24,day,1
35dut3ICqF3NEDkjxfzJJ1,1Xyo4u8uXC1ZmMpatF05PJ,Starboy (Deluxe),album,https://open.spotify.com/album/35dut3ICqF3NEDkjxfzJJ1,XO / Republic Records,74,2023-03-14,day,21
1OARrXe5sB0gyy3MhQ8h92,1Xyo4u8uXC1ZmMpatF05PJ,Live At SoFi Stadium,album,https://open.spotify.com/album/1OARrXe5sB0gyy3MhQ8h92,Universal Republic Records,64,2023-03-03,day,31
12INlMsFtBjyehNnawBv36,1Xyo4u8uXC1ZmMpatF05PJ,Dawn FM (Alternate World),album,https://open.spotify.com/album/12INlMsFtBjyehNnawBv36,XO / Republic Records,62,2022-01-07,day,24
2nLOHgzXzwFEpl62zAgCEC,1Xyo4u8uXC1ZmMpatF05PJ,Dawn FM,album,https://open.spotify.com/album/2nLOHgzXzwFEpl62zAgCEC,XO / Republic Records,82,2022-01-06,day,16
742eAldb4AJKLoPgJhGRE7,1Xyo4u8uXC1ZmMpatF05PJ,After Hours (Deluxe),album,https://open.spotify.com/album/742eAldb4AJKLoPgJhGRE7,XO / Republic Records,64,2020-03-20,day,18
4yP0hdKOZPNshxUOjY0cZj,1Xyo4u8uXC1ZmMpatF05PJ,After Hours,album,https://open.spotify.com/album/4yP0hdKOZPNshxUOjY0cZj,Republic Records,89,2020-03-20,day,14
4qZBW3f2Q8y0k1A84d4iAO,1Xyo4u8uXC1ZmMpatF05PJ,"My Dear Melancholy,",album,https://open.spotify.com/album/4qZBW3f2Q8y0k1A84d4iAO,Universal Republic Records,83,2018-03-30,day,7
2ODvWsOgouMbaA5xf0RkJe,1Xyo4u8uXC1ZmMpatF05PJ,Starboy,album,https://open.spotify.com/album/2ODvWsOgouMbaA5xf0RkJe,Universal Republic Records,89,2016-11-25,day,18
0P3oVJBFOv3TDXlYRhGL7s,1Xyo4u8uXC1ZmMpatF05PJ,Beauty Behind The Madness,album,https://open.spotify.com/album/0P3oVJBFOv3TDXlYRhGL7s,Universal Republic Records,86,2015-08-28,day,14
6wRev1uYL0JsMsWqktJuVi,1Xyo4u8uXC1ZmMpatF05PJ,Kiss Land (Deluxe),album,https://open.spotify.com/album/6wRev1uYL0JsMsWqktJuVi,Universal Republic Records,58,2013-09-10,day,12
3hhDpPtCFuQbppwYgsVhMO,1Xyo4u8uXC1ZmMpatF05PJ,Kiss Land,album,https://open.spotify.com/album/3hhDpPtCFuQbppwYgsVhMO,CP Records,64,2013-09-10,day,10
2XGEyGU76kj55OdHWynX0S,1Xyo4u8uXC1ZmMpatF05PJ,Trilogy,album,https://open.spotify.com/album/2XGEyGU76kj55OdHWynX0S,Universal Republic Records,69,2012-11-13,day,30
04hy4jb1GDD00otiwzsFUB,1Xyo4u8uXC1ZmMpatF05PJ,Echoes Of Silence (Original),album,https://open.spotify.com/album/04hy4jb1GDD00otiwzsFUB,Universal Republic Records,61,2011-12-21,day,9
6F87lH0I09qlrzvCCKc7lz,1Xyo4u8uXC1ZmMpatF05PJ,Thursday (Original),album,https://open.spotify.com/album/6F87lH0I09qlrzvCCKc7lz,Universal Republic Records,62,2011-08-18,day,9
7zCODUHkfuRxsUjtuzNqbd,1Xyo4u8uXC1ZmMpatF05PJ,House Of Balloons (Original),album,https://open.spotify.com/album/7zCODUHkfuRxsUjtuzNqbd,Universal Republic Records,80,2011-03-21,day,9
6f6tko6NWoH00cyFOl4VYQ,4LLpKhyESsyAXpc4laK94U,The Divine Feminine,album,https://open.spotify.com/album/6f6tko6NWoH00cyFOl4VYQ,Warner Records,76,2016-09-16,day,10
7GHiMUbLhh67dWSN1xGUcP,1Xyo4u8uXC1ZmMpatF05PJ,Dancing In The Flames (Live from São Paulo),single,https://open.spotify.com/album/7GHiMUbLhh67dWSN1xGUcP,XO / Republic Records,52,2024-09-13,day,1
0MwPArEeQJx5GMc5Sz7kRV,1Xyo4u8uXC1ZmMpatF05PJ,Dancing In The Flames,single,https://open.spotify.com/album/0MwPArEeQJx5GMc5Sz7kRV,XO / Republic Records,67,2024-09-13,day,5
0p0FGxiCrl3afABenvtWbQ,1Xyo4u8uXC1ZmMpatF05PJ,Popular,single,https://open.spotify.com/album/0p0FGxiCrl3afABenvtWbQ,XO / Republic Records,55,2024-01-26,day,5
4T8wBxIvoSRVfoFZzuwOXR,1Xyo4u8uXC1ZmMpatF05PJ,One of the Girls,single,https://open.spotify.com/album/4T8wBxIvoSRVfoFZzuwOXR,XO / Republic Records,63,2023-12-08,day,5
5P3i2e0G7OZFlHW6k01qNE,4Q6nIcaBED8qUel8bBx6Cr,Love The Way You Lie (feat. Norma Jean Martine),single,https://open.spotify.com/album/5P3i2e0G7OZFlHW6k01qNE,Musical Freedom,0,2024-10-25,day,1
6mzpIm84OXCBxw6Tuhp1OA,1uNFoZAHBGtllmzznpCI3s,Justice (Triple Chucks Deluxe),album,https://open.spotify.com/album/6mzpIm84OXCBxw6Tuhp1OA,RBMG/Def Jam,62,2021-03-26,day,22
0EIZb3DTMZlZt2FLndqpSY,4Q6nIcaBED8qUel8bBx6Cr,Tonight (D.I.Y.A) [Pitbull Remix],single,https://open.spotify.com/album/0EIZb3DTMZlZt2FLndqpSY,Polydor Records,53,2024-08-16,day,2
63iWSELt9V1kV6RSMxN7Ii,1uNFoZAHBGtllmzznpCI3s,Changes,album,https://open.spotify.com/album/63iWSELt9V1kV6RSMxN7Ii,RBMG/Def Jam,75,2020-02-14,day,17
6Fr2rQkZ383FcMqFyT7yPr,1uNFoZAHBGtllmzznpCI3s,Purpose (Deluxe),album,https://open.spotify.com/album/6Fr2rQkZ383FcMqFyT7yPr,RBMG/Def Jam,86,2015-11-13,day,19
1rknZw4cyL9NInAqSwc8AA,1uNFoZAHBGtllmzznpCI3s,Journals,album,https://open.spotify.com/album/1rknZw4cyL9NInAqSwc8AA,RBMG/Def Jam,76,2014-05-13,day,16
0YA7XxxfkaGwecj3liSTvj,4LLpKhyESsyAXpc4laK94U,Best Day Ever (5th Anniversary Remastered Edition),album,https://open.spotify.com/album/0YA7XxxfkaGwecj3liSTvj,Rostrum Records,67,2016-06-03,day,16
2Tyx5dLhHYkx6zeAdVaTzN,4LLpKhyESsyAXpc4laK94U,GO:OD AM,album,https://open.spotify.com/album/2Tyx5dLhHYkx6zeAdVaTzN,Warner Records,73,2015-09-18,day,17
4yz9rO7Q1UC2rK5eLOxmS7,1uNFoZAHBGtllmzznpCI3s,Believe Acoustic,album,https://open.spotify.com/album/4yz9rO7Q1UC2rK5eLOxmS7,RBMG/Def Jam,58,2013-01-01,day,11
70f70xLCpH7wHaVvB2oZT9,1uNFoZAHBGtllmzznpCI3s,Believe (Deluxe Edition),album,https://open.spotify.com/album/70f70xLCpH7wHaVvB2oZT9,RBMG/Def Jam,74,2012-06-15,day,17
5cxMa6oLINJzmZ8lF7wWQN,1uNFoZAHBGtllmzznpCI3s,Believe,album,https://open.spotify.com/album/5cxMa6oLINJzmZ8lF7wWQN,RBMG/Def Jam,78,2012-01-01,day,13
63MKT9hwmiMFFdFp5SdB1p,1uNFoZAHBGtllmzznpCI3s,Under The Mistletoe (Deluxe Edition),album,https://open.spotify.com/album/63MKT9hwmiMFFdFp5SdB1p,RBMG/Def Jam,63,2011-01-01,day,15
3cr4Xgz8nnfp7iYbVqwzzH,1uNFoZAHBGtllmzznpCI3s,Under The Mistletoe,album,https://open.spotify.com/album/3cr4Xgz8nnfp7iYbVqwzzH,RBMG/Def Jam,48,2011-01-01,day,11
0wZJCeyfJ0LVrrtH4CwQYw,1uNFoZAHBGtllmzznpCI3s,Never Say Never - The Remixes,album,https://open.spotify.com/album/0wZJCeyfJ0LVrrtH4CwQYw,RBMG/Def Jam,69,2011-01-01,day,7
0ALfQaGYSvcRNV5OLbixA3,1uNFoZAHBGtllmzznpCI3s,My Worlds (International Version),album,https://open.spotify.com/album/0ALfQaGYSvcRNV5OLbixA3,RBMG/Def Jam,58,2010-01-01,day,18
3BmcYMh0KYsimWL6p2gPa9,1uNFoZAHBGtllmzznpCI3s,My World 2.0,album,https://open.spotify.com/album/3BmcYMh0KYsimWL6p2gPa9,RBMG/Def Jam,80,2010-01-01,day,10
1rG5TDs3jYh6OU753I54CI,1uNFoZAHBGtllmzznpCI3s,My World,album,https://open.spotify.com/album/1rG5TDs3jYh6OU753I54CI,RBMG/Def Jam,74,2009-01-01,day,7
1aDhas2rvJmiGw3zVVI3mm,4LLpKhyESsyAXpc4laK94U,Live From Space,album,https://open.spotify.com/album/1aDhas2rvJmiGw3zVVI3mm,Rostrum Records,46,2013-12-17,day,14
3UeapbH1wFSnDjCjraZMQ2,1uNFoZAHBGtllmzznpCI3s,Private Landing (feat. Justin Bieber & Future),single,https://open.spotify.com/album/3UeapbH1wFSnDjCjraZMQ2,Cactus Jack / Atlantic,52,2023-02-23,day,1
3Dukyn15RlALh1JDtQRqO0,1uNFoZAHBGtllmzznpCI3s,Beautiful Love (Free Fire),single,https://open.spotify.com/album/3Dukyn15RlALh1JDtQRqO0,Justin Bieber 2021 PS/ Def Jam,53,2022-08-30,day,1
2luYA3MBCKI7SfK3K0U3xf,1uNFoZAHBGtllmzznpCI3s,Honest,single,https://open.spotify.com/album/2luYA3MBCKI7SfK3K0U3xf,Justin Bieber 2021 PS/ Def Jam,56,2022-04-29,day,1
06aEQhiev6dMRsPbSQ2cFC,1uNFoZAHBGtllmzznpCI3s,I Feel Funny,single,https://open.spotify.com/album/06aEQhiev6dMRsPbSQ2cFC,Justin Bieber 2021 PS/ Def Jam,31,2022-04-27,day,1
5xD1PSd5c5APDM0SdkkqnH,6eUKZXaKkcviH0Ku9w2n3V,+-=÷× (Tour Collection),album,https://open.spotify.com/album/5xD1PSd5c5APDM0SdkkqnH,Atlantic Records UK,60,2024-09-27,day,24
1upLfaShcnjVjey0FdY7aO,6eUKZXaKkcviH0Ku9w2n3V,x (10th Anniversary Edition),album,https://open.spotify.com/album/1upLfaShcnjVjey0FdY7aO,Atlantic Records UK,65,2024-06-21,day,21
5bLE2kmkZWlzAYeb6To6LA,6eUKZXaKkcviH0Ku9w2n3V,Autumn Variations (Fan Living Room Sessions),album,https://open.spotify.com/album/5bLE2kmkZWlzAYeb6To6LA,Gingerbread Man Records,52,2023-10-02,day,28
5LXOgcszGvUkYzYL4v6wYg,6eUKZXaKkcviH0Ku9w2n3V,Autumn Variations,album,https://open.spotify.com/album/5LXOgcszGvUkYzYL4v6wYg,Gingerbread Man Records,62,2023-09-29,day,14
2WFFcvzM0CgLaSq4MSkyZk,6eUKZXaKkcviH0Ku9w2n3V,- (Deluxe),album,https://open.spotify.com/album/2WFFcvzM0CgLaSq4MSkyZk,Atlantic Records UK,73,2023-05-05,day,18
2CIOGAByaHyjQ1EO55JSzC,6eUKZXaKkcviH0Ku9w2n3V,= (Tour Edition),album,https://open.spotify.com/album/2CIOGAByaHyjQ1EO55JSzC,Atlantic Records UK,56,2022-05-27,day,23
32iAEBstCjauDhyKpGjTuq,6eUKZXaKkcviH0Ku9w2n3V,=,album,https://open.spotify.com/album/32iAEBstCjauDhyKpGjTuq,Atlantic Records UK,82,2021-10-25,day,14
0a28QsFN8zbrWSvbSQ40PI,6eUKZXaKkcviH0Ku9w2n3V,2step (The Remixes),album,https://open.spotify.com/album/0a28QsFN8zbrWSvbSQ40PI,Atlantic Records UK,48,2021-10-25,day,14
3oIFxDIo2fwuk4lwCmFZCx,6eUKZXaKkcviH0Ku9w2n3V,No.6 Collaborations Project,album,https://open.spotify.com/album/3oIFxDIo2fwuk4lwCmFZCx,Atlantic Records UK,78,2019-07-12,day,15
3T4tUhGYeRNVUGevb0wThu,6eUKZXaKkcviH0Ku9w2n3V,÷ (Deluxe),album,https://open.spotify.com/album/3T4tUhGYeRNVUGevb0wThu,Atlantic Records UK,89,2017-03-03,day,16
0MeOIA0wwSa6nW79jy8QcZ,6eUKZXaKkcviH0Ku9w2n3V,x (Wembley Edition),album,https://open.spotify.com/album/0MeOIA0wwSa6nW79jy8QcZ,Atlantic Records UK,59,2015-11-13,day,23
1xn54DMo2qIqBuMqHtUsFd,6eUKZXaKkcviH0Ku9w2n3V,x (Deluxe Edition),album,https://open.spotify.com/album/1xn54DMo2qIqBuMqHtUsFd,Atlantic Records UK,83,2014-06-21,day,16
2hyDesSAYNefikDJXlqhPE,6eUKZXaKkcviH0Ku9w2n3V,5,album,https://open.spotify.com/album/2hyDesSAYNefikDJXlqhPE,Gingerbread Man Records,53,2014-06-20,day,32
3QbPtoOWiJqZurXXxJwaOD,6eUKZXaKkcviH0Ku9w2n3V,Loose Change,album,https://open.spotify.com/album/3QbPtoOWiJqZurXXxJwaOD,Atlantic Records UK,44,2011-12-09,day,8
4JUtnlZKdLr01xEIymhm0G,6eUKZXaKkcviH0Ku9w2n3V,Live at the Bedford,album,https://open.spotify.com/album/4JUtnlZKdLr01xEIymhm0G,Atlantic Records UK,34,2011-12-09,day,6
6DpIyaMgt5p9HlGd1c0LDM,6eUKZXaKkcviH0Ku9w2n3V,No.5 Collaborations Project,album,https://open.spotify.com/album/6DpIyaMgt5p9HlGd1c0LDM,Atlantic Records UK,40,2011-09-09,day,8
02pi98kE0nra0yBqCStzbC,6eUKZXaKkcviH0Ku9w2n3V,+,album,https://open.spotify.com/album/02pi98kE0nra0yBqCStzbC,Atlantic Records UK,74,2011-09-09,day,16
5uwmamGSJ3ayFsFflf8Wp5,6eUKZXaKkcviH0Ku9w2n3V,kiss me under the light of a thousand stars,single,https://open.spotify.com/album/5uwmamGSJ3ayFsFflf8Wp5,Warner Music UK Ltd,43,2024-09-18,day,6
4y3pLcRLyhwZmrTtODJzGJ,6eUKZXaKkcviH0Ku9w2n3V,my forgotten favourites,single,https://open.spotify.com/album/4y3pLcRLyhwZmrTtODJzGJ,Warner Music UK Ltd,43,2024-09-04,day,6
5A2hjk2MoqkDqGYsAfUiAz,6eUKZXaKkcviH0Ku9w2n3V,names in lights at stadium heights,single,https://open.spotify.com/album/5A2hjk2MoqkDqGYsAfUiAz,Warner Music UK Ltd,34,2024-08-21,day,6
31hcgCSu4mlA82syOFItur,7dGJo4pcD2V6oG8kP0tJRR,The Death of Slim Shady (Coup De Grâce): Expanded Mourner’s Edition,album,https://open.spotify.com/album/31hcgCSu4mlA82syOFItur,Shady/Aftermath/Interscope Records,77,2024-09-13,day,23
3kjHLu1pL7tdY88GFwEkl6,7dGJo4pcD2V6oG8kP0tJRR,The Death of Slim Shady (Coup De Grâce),album,https://open.spotify.com/album/3kjHLu1pL7tdY88GFwEkl6,Shady/Aftermath/Interscope Records,86,2024-07-12,day,19
5EUgcfO5OWxnniHR3QYFcK,7dGJo4pcD2V6oG8kP0tJRR,The Marshall Mathers LP2 (Expanded Edition),album,https://open.spotify.com/album/5EUgcfO5OWxnniHR3QYFcK,Aftermath,57,2023-11-03,day,27
3aTuW4BtsyyyyQa9LKqj8n,7dGJo4pcD2V6oG8kP0tJRR,Curtain Call 2,album,https://open.spotify.com/album/3aTuW4BtsyyyyQa9LKqj8n,Aftermath,64,2022-08-05,day,35
6EzbFdrwvWpnpUjzrR57aU,7dGJo4pcD2V6oG8kP0tJRR,The Eminem Show (Expanded Edition),album,https://open.spotify.com/album/6EzbFdrwvWpnpUjzrR57aU,Aftermath,62,2022-05-26,day,38
3MKvhQoFSrR2PrxXXBHe9B,7dGJo4pcD2V6oG8kP0tJRR,Music To Be Murdered By - Side B (Deluxe Edition),album,https://open.spotify.com/album/3MKvhQoFSrR2PrxXXBHe9B,Shady/Aftermath/Interscope Records,68,2020-12-18,day,36
4otkd9As6YaxxEkIjXPiZ6,7dGJo4pcD2V6oG8kP0tJRR,Music To Be Murdered By,album,https://open.spotify.com/album/4otkd9As6YaxxEkIjXPiZ6,Shady/Aftermath/Interscope Records,78,2020-01-17,day,20
3HNnxK7NgLXbDoxRZxNWiR,7dGJo4pcD2V6oG8kP0tJRR,Kamikaze,album,https://open.spotify.com/album/3HNnxK7NgLXbDoxRZxNWiR,Aftermath,74,2018-08-31,day,13
